"age","job","marital","education","balance","housing","duration","campaign",approval
"29","technician","single","secondary","103","no","314","1","no"
"44","blue-collar","married","primary","134","yes","378","1","no"
"41","admin.","single","secondary","748","no","94","7","no"
"47","technician","married","secondary","1990","yes","108","4","no"
"43","technician","married","tertiary","192","no","203","2","no"
"37","technician","single","secondary","267","no","121","1","no"
"34","technician","single","tertiary","586","yes","489","2","no"
"30","blue-collar","single","secondary","648","yes","287","1","no"
"57","entrepreneur","divorced","secondary","25","yes","652","1","no"
"26","admin.","single","secondary","96","yes","612","2","no"
"34","management","married","tertiary","1116","yes","53","5","no"
"46","technician","divorced","secondary","-90","no","270","1","yes"
"38","entrepreneur","married","tertiary","170","yes","442","1","yes"
"37","technician","single","secondary","3665","no","664","3","yes"
"28","management","single","tertiary","2380","no","394","2","no"
"57","blue-collar","married","primary","179","no","230","3","no"
"39","management","married","tertiary","763","yes","877","7","yes"
"49","services","married","secondary","320","no","1971","4","yes"
"38","technician","married","secondary","1960","yes","161","2","no"
"27","blue-collar","married","secondary","818","yes","188","5","no"
"30","admin.","married","secondary","2678","yes","23","5","no"
"38","admin.","married","tertiary","1980","no","176","2","no"
"36","management","married","tertiary","1582","no","26","2","no"
"38","retired","single","unknown","62","no","212","1","no"
"59","housemaid","married","primary","235","no","119","2","no"
"37","management","married","tertiary","489","yes","205","5","no"
"29","self-employed","married","tertiary","3931","yes","73","4","no"
"43","blue-collar","married","secondary","699","yes","1258","2","yes"
"33","technician","married","secondary","58","yes","57","2","no"
"54","housemaid","divorced","secondary","1327","no","115","2","no"
"55","services","married","secondary","557","no","58","1","no"
"32","technician","single","tertiary","741","yes","238","1","no"
"48","management","married","primary","3230","yes","207","3","no"
"33","management","single","tertiary","1439","yes","178","2","no"
"46","admin.","married","secondary","120","yes","20","11","no"
"44","management","married","tertiary","1058","no","188","3","yes"
"47","blue-collar","married","primary","881","yes","143","1","no"
"38","technician","married","secondary","6728","no","232","1","yes"
"80","retired","married","secondary","462","no","127","2","no"
"40","self-employed","married","secondary","167","yes","380","4","no"
"43","entrepreneur","married","tertiary","1574","yes","167","3","no"
"32","technician","single","tertiary","1625","no","796","1","yes"
"39","management","married","tertiary","562","no","303","2","no"
"33","technician","married","secondary","9305","yes","407","2","no"
"31","technician","single","secondary","35","no","229","1","no"
"36","management","single","tertiary","0","no","108","2","no"
"35","management","single","tertiary","2486","yes","265","1","no"
"25","services","single","secondary","368","no","168","1","no"
"33","management","single","secondary","1558","yes","97","1","no"
"23","blue-collar","single","primary","8627","yes","169","1","no"
"31","management","single","tertiary","2590","no","103","2","no"
"36","management","married","tertiary","0","yes","599","3","no"
"44","technician","single","tertiary","900","yes","322","2","no"
"31","management","","tertiary","385","yes","304","1","no"
"55","blue-collar","married","primary","1649","yes","52","3","no"
"51","housemaid","divorced","secondary","9228","no","655","4","yes"
"36","admin.","married","secondary","0","yes","101","2","no"
"27","unemployed","single","tertiary","1","no","65","2","no"
"40","services","married","secondary","771","yes","173","4","no"
"49","services","married","secondary","280","yes","162","3","no"
"59","retired","married","primary","46","no","78","2","no"
"32","management","married","tertiary","2431","yes","646","5","yes"
"42","retired","single","tertiary","308","no","114","2","no"
"35","management","divorced","tertiary","160","yes","141","6","no"
"29","blue-collar","single","secondary","555","yes","133","4","no"
"29","technician","single","secondary","778","yes","1994","2","no"
"37","blue-collar","single","secondary","48","no","140","2","no"
"49","admin.","married","primary","169","yes","82","3","no"
"51","services","divorced","secondary","12","yes","150","1","no"
"61","housemaid","married","primary","848","no","605","1","no"
"43","management","married","secondary","481","yes","164","1","no"
"42","services","married","tertiary","12223","yes","36","1","no"
"24","blue-collar","married","secondary","-254","yes","290","2","no"
"46","self-employed","married","tertiary","1148","no","104","2","no"
"23","admin.","single","secondary","5","no","413","1","no"
"26","services","single","secondary","50","yes","153","1","no"
"43","blue-collar","divorced","primary","92","yes","237","2","no"
"35","technician","single","tertiary","470","yes","743","13","yes"
"38","technician","married","secondary","0","no","82","4","no"
"56","unemployed","divorced","primary","109","no","924","4","no"
"31","services","married","secondary","440","yes","117","3","no"
"32","management","single","tertiary","0","no","550","4","yes"
"28","services","single","secondary","2685","no","5","1","no"
"26","admin.","divorced","secondary","-3","yes","181","5","no"
"49","management","married","tertiary","7007","no","325","2","no"
"33","admin.","married","secondary","220","yes","345","1","no"
"80","retired","married","primary","1548","no","331","2","no"
"40","blue-collar","married","secondary","326","yes","112","1","no"
"42","technician","divorced","secondary","0","yes","115","6","no"
"46","blue-collar","married","secondary","123","no","381","3","no"
"32","management","single","tertiary","697","no","119","1","no"
"37","services","single","tertiary","223","yes","25","1","no"
"32","student","married","secondary","1694","yes","929","1","no"
"53","management","married","tertiary","4446","yes","429","1","no"
"39","management","married","tertiary","894","yes","491","1","no"
"31","technician","divorced","secondary","202","yes","146","1","no"
"34","management","single","tertiary","0","no","191","2","no"
"44","technician","married","tertiary","1707","no","406","3","no"
"35","technician","married","secondary","13658","yes","220","2","no"
"39","admin.","married","secondary","406","no","253","5","no"
"55","services","married","secondary","96","no","340","2","no"
"34","housemaid","married","secondary","0","yes","154","1","yes"
"39","technician","married","tertiary","-276","no","121","4","no"
"58","retired","married","secondary","413","no","104","5","no"
"37","blue-collar","married","primary","655","yes","127","2","no"
"56","retired","divorced","primary","694","no","144","1","yes"
"32","admin.","single","secondary","10218","yes","149","2","no"
"41","technician","single","tertiary","1646","yes","261","1","yes"
"29","admin.","single","tertiary","14","no","87","1","no"
"44","management","married","tertiary","7635","no","719","5","no"
"24","blue-collar","married","secondary","9","yes","292","7","no"
"43","management","single","secondary","1029","yes","145","1","no"
"26","admin.","married","tertiary","2855","no","52","3","no"
"39","admin.","married","secondary","260","yes","146","1","no"
"49","blue-collar","married","secondary","2039","yes","451","1","yes"
"52","blue-collar","divorced","primary","-97","yes","167","4","no"
"33","blue-collar","married","tertiary","1465","no","98","4","no"
"30","blue-collar","married","secondary","125","yes","238","2","no"
"32","technician","single","tertiary","930","no","85","7","no"
"27","management","single","tertiary","0","yes","323","4","no"
"58","blue-collar","married","primary","73","no","116","1","no"
"46","retired","married","primary","-35","yes","304","3","no"
"28","management","single","tertiary","1351","no","267","1","no"
"39","services","married","primary","1601","yes","201","2","no"
"41","services","married","unknown","88","yes","105","1","no"
"38","services","married","secondary","435","yes","193","2","no"
"50","unemployed","divorced","secondary","717","yes","113","1","no"
"56","services","married","secondary","705","yes","151","2","no"
"34","technician","married","secondary","1553","no","200","2","no"
"33","blue-collar","divorced","secondary","-131","yes","145","1","no"
"61","technician","married","secondary","1191","no","214","4","yes"
"36","admin.","single","secondary","47","no","36","6","no"
"34","technician","married","tertiary","544","yes","58","2","no"
"36","blue-collar","married","secondary","688","yes","174","2","no"
"45","management","married","tertiary","242","no","587","1","yes"
